rooms,halls,size,direction,height,decoration,unit_price,price
3,2,122.45,东南,高,,120866,1480
2,2,76,南北,高,,52632,400
3,2,165.87,东,中,精,87418,1450
3,2,148.43,南北,中,简,93175,1383
4,2,160.9,南北,低,精,68365,1100
3,2,153.34,南北,低,,80866,1240
1,1,40.82,南,高,,80843,330
2,1,73.89,西南,中,精,80931,598
2,1,52.86,南,高,,71888,380
2,1,69.06,东西,低,中,76745,530
5,2,243.99,东北,高,,65576,1600
1,1,58.26,东,高,,60076,350
3,2,138.65,东南,低,,86549,1200
2,2,124.57,南北,中,精,56193,700
2,1,120.66,西,低,,76247,920
1,1,77.6,南,低,,57990,450
3,2,196.8,南,低,,68598,1350
3,1,72.48,西北,中,,68019,493
3,2,128,东北,低,精,85156,1090
1,1,79.29,南,中,,59907,475
3,1,144.27,东北,中,,74998,1082
3,2,135.83,东,高,精,58161,790
2,2,138.9,东,低,,86393,1200
1,1,75.21,东,中,豪,81106,610
3,2,234.37,南北,低,,32001,750
4,2,174.21,东南,中,精,73475,1280
1,1,92.47,南,高,,84352,780
3,2,131.1,东西,低,,57208,750
3,2,134.28,南北,中,,65535,880
1,1,56.39,西南,高,,115269,650
1,1,65.21,东,低,,65941,430
3,1,95.71,北,中,,104482,1000
3,1,70.13,东西,中,,91259,640
1,0,56.85,东北,低,简,66843,380
1,1,56.74,北,中,,111033,630
2,1,157.9,南北,低,,44965,710
2,2,123.36,南,中,精,85117,1050
4,2,220.1,南北,中,精,68151,1500
3,2,130,南北,低,,83077,1080
1,0,40.2,北,高,精,68408,275
3,2,136.54,东西,低,,84224,1150
3,1,78.87,东西,高,,76075,600
3,2,206.94,东北,高,精,65236,1350
1,1,92.42,南,低,,81151,750
1,0,99,东,低,,70707,700
2,1,105.38,西,中,精,83507,880
3,多,230,南北,低,,40000,920
2,2,121.43,南北,中,,149469,1815
1,1,79.09,东南,低,,94829,750
2,2,99.85,西南,高,,80120,800
3,1,140.11,东,低,中,50674,710
1,1,77.37,东西,高,精,96937,750
4,2,147.88,南北,高,精,51393,760
3,2,115.45,南北,高,,50671,585
4,2,206.1,南北,中,中,72780,1500
2,2,158.36,东南,低,中,66305,1050
2,1,62.8,西南,高,,79618,500
3,2,191.15,南北,中,,100183,1915
3,2,129.81,南北,低,精,76265,990
2,1,55.71,南北,中,中,64620,360
2,1,69.35,东南,中,中,50469,350
2,1,54.58,东西,低,简,69623,380
1,1,78.99,东南,中,简,58868,465
2,1,81.32,南,低,精,83620,680
1,1,45.19,东西,低,简,69927,316
3,1,86.99,西南,中,精,41959,365
2,1,54.79,南北,低,精,64793,355
3,2,118.47,南北,中,精,64151,760
3,1,123.47,南北,中,精,85041,1050
2,1,88.54,东南,高,精,77705,688
2,1,53.19,南,中,精,63922,340
1,1,56.47,东,高,精,58438,330
2,1,60.75,南北,低,中,74074,450
1,1,58.24,西,中,精,49794,290
2,1,106.76,东西,中,中,74934,800
2,2,96.62,南,高,精,99358,960
2,1,56.78,南北,中,精,67806,385
3,1,80.85,西北,中,精,71738,580
2,1,68.88,南,高,简,65331,450
3,1,74.8,西北,高,中,80214,600
2,1,51.35,东,中,简,64265,330
1,0,38.29,北,低,精,77044,295
2,1,54.72,南,中,中,64876,355
2,1,67.59,南北,低,精,71016,480
2,2,72.68,西南,低,精,77050,560
2,1,59.75,南北,中,简,71967,430
4,2,139.66,南北,低,精,78763,1100
4,2,333.61,南北,低,豪,119301,3980
1,1,65.16,东,高,精,55249,360
2,1,58.7,南北,高,中,78365,460
3,1,110.7,东北,高,精,47877,530
3,1,71.92,南北,低,中,88988,640
2,1,69.55,东西,高,精,82674,575
1,1,43.09,东北,低,简,82850,357
3,2,147.72,南,中,精,60926,900
2,1,93.9,西北,中,精,45793,430
2,2,94.52,南北,低,简,60305,570
2,1,105.91,西南,高,豪,54763,580
1,1,46.83,东,中,精,96092,450
3,2,112.7,南北,低,精,66548,750
1,1,52.9,南北,中,中,66163,350
1,1,54.76,南,高,精,78890,432
1,1,64.79,南,高,精,61738,400
2,1,55.47,南,高,精,66703,370
2,1,96,南北,低,中,63542,610
2,1,105.45,东南,中,精,55951,590
2,2,118.98,南北,高,精,89931,1070
2,2,71.88,南北,中,简,40345,290
2,1,60,东西,高,精,58167,349
2,1,106.13,东,高,简,66805,709
2,1,106.62,南北,高,精,56275,600
1,1,52.08,南,高,精,62980,328
5,2,201.82,南北,低,精,89188,1800
1,1,62.23,南,低,简,53833,335
4,2,179.27,南北,高,精,72516,1300
1,0,37.1,西北,高,精,72237,268
2,2,118.66,南,中,中,71633,850
2,1,59.18,西,低,简,106455,630
3,1,88.78,南北,低,精,95742,850
1,1,104.9,南,高,中,71973,755
3,1,61.17,南北,低,精,69969,428
2,1,63.17,南北,低,简,68070,430
2,1,89.94,南,高,精,55370,498
2,1,61.44,南北,中,精,62663,385
1,1,101.2,东西,中,精,59289,600
2,1,92.72,南北,高,中,60397,560
2,1,88.7,南北,高,精,51297,455
2,2,105.28,南北,中,精,65065,685
3,1,110.19,西北,高,精,49914,550
2,1,59.39,南北,中,简,106078,630
3,2,157.24,南北,中,中,83948,1320
3,2,166.11,南,低,精,76455,1270
3,1,73.31,南北,中,精,57973,425
3,1,72.52,南北,低,简,57915,420
2,1,81.03,西南,高,简,96261,780
2,2,98.55,东北,低,精,52765,520
3,2,136.1,南北,高,精,102866,1400
2,1,57.72,南,中,精,62370,360
2,2,102.1,南北,高,中,54848,560
1,2,61.04,北,高,精,57831,353
2,2,90.5,东南,中,中,64088,580
2,1,57.91,南北,低,简,60439,350
3,2,154.49,南北,低,精,74438,1150
2,1,64.23,南北,高,精,74731,480
1,1,71.07,南,中,中,59097,420
3,2,145.13,南北,低,精,55123,800
2,1,60.73,南北,高,精,57632,350
2,2,113.27,东,高,精,74777,847
4,1,199.41,西南,中,精,50148,1000
3,2,87.93,南北,低,精,58910,518
2,1,75.37,东北,高,简,51081,385
2,1,90.73,东南,低,精,67232,610
2,2,99.02,西北,高,精,54534,540
3,1,126.16,南北,低,精,41138,519
3,1,94.14,东西,中,精,64797,610
2,2,89.98,南北,高,中,54234,488
2,1,70.36,南北,低,中,58272,410
2,1,50.16,南北,低,简,65789,330
3,2,131.74,东,中,中,65280,860
3,1,73.63,南北,高,精,81217,598
3,2,168.45,东南,高,精,94984,1600
1,1,55.58,东北,高,精,82764,460
2,1,57.82,南北,高,中,74369,430
2,1,57.87,东西,中,中,57024,330
2,1,76.45,西北,中,精,52322,400
3,2,163.52,南北,中,精,77055,1260
3,1,87.7,南北,中,精,53022,465
1,1,41.94,南,高,豪,83453,350
1,1,49.38,南,高,精,55691,275
2,1,87.12,南北,高,精,40174,350
1,1,64.99,西北,低,精,73858,480
2,1,76.45,西北,高,精,54938,420
3,1,98.47,东北,低,精,48238,475
1,1,63.15,北,中,精,53840,340
2,1,55.73,南,中,精,57420,320
1,1,46.62,南,低,简,53625,250
1,1,68.92,南北,中,简,62391,430
1,1,62.9,北,低,精,62798,395
2,1,60.81,南北,高,简,71534,435
3,2,151.56,东南,低,中,59382,900
2,1,51.64,西北,低,中,57126,295
2,1,58.54,南北,低,简,86266,505
3,1,88.78,南北,高,精,41676,370
2,1,72.19,南北,低,简,56795,410
2,1,91.14,西北,高,精,83388,760
1,1,58.04,南,高,精,46520,270
3,1,107.29,东北,中,简,49865,535
3,1,126.94,南北,高,简,51993,660
3,2,135.85,,高,简,61833,840
2,2,96.93,东,低,精,59837,580
2,2,92.71,东,中,简,57815,536
2,1,88.1,西,高,精,64699,570
2,1,99.65,南北,高,精,59709,595
2,1,89.99,南北,中,精,58340,525
1,1,55.58,西北,低,精,77366,430
2,1,74.73,西南,中,精,71725,536
1,1,43,南,高,中,84884,365
3,2,214.4,东南,中,简,67631,1450
3,2,126.14,东南,中,精,77691,980
2,1,99.96,东南,低,简,49020,490
2,1,57.05,西南,低,中,89395,510
2,2,92.85,西南,低,中,74852,695
2,1,98.5,东北,中,精,77665,765
2,1,103.11,东南,中,精,55766,575
1,1,44.04,南,高,精,73797,325
2,2,118.97,西,高,精,75649,900
2,1,58.07,南北,低,精,63372,368
1,1,42.3,北,低,精,52009,220
1,2,99.75,东,低,中,64962,648
2,1,71.74,南北,高,中,52969,380
4,1,61.15,东北,高,豪,130826,800
1,1,64.11,南,高,精,60833,390
2,1,57.03,东西,中,精,75925,433
2,1,57.13,南,中,简,87870,502
2,2,107.47,西南,低,中,79650,856
2,1,61.44,南北,低,精,71615,440
2,1,63.82,南,中,精,62363,398
2,1,53.92,南北,高,精,76039,410
2,1,91.54,南,低,中,57898,530
2,1,84.31,南,高,简,62863,530
3,2,142.83,南北,低,豪,70013,1000
2,1,49.41,西北,低,,65979,326
2,1,101.07,东西,低,,93994,950
1,1,67.07,北,低,,56657,380
3,2,148.25,南北,低,,60034,890
2,1,56.84,南北,低,,75299,428
2,2,125.42,东南,中,,72556,910
2,1,63.88,南北,中,,65748,420
2,1,59.45,南,高,,70648,420
2,2,95.62,南北,高,,99352,950
1,1,37.55,南,低,,94541,355
2,1,60.61,东南,高,,68471,415
2,2,115.3,西南,低,,73721,850
1,1,54.28,西,中,精,77377,420
1,1,57.23,西南,中,,78630,450
3,1,99.18,,中,精,92761,920
3,2,148.54,南北,中,,80786,1200
1,1,58.21,南,低,,53255,310
3,2,158.49,南北,中,中,78869,1250
2,1,81.05,南,低,,91302,740
2,1,102.98,东西,中,,67974,700
2,1,94.75,东南,中,精,64591,612
3,2,75.18,东北,中,中,73158,550
1,1,36.84,南北,低,,80347,296
2,1,87.15,南北,高,精,59782,521
3,2,170.17,南,高,,88147,1500
3,2,138.22,西南,低,,65114,900
3,1,69.88,南北,低,,84430,590
1,1,46.5,东,中,,64086,298
2,1,111.13,,中,,71988,800
4,3,259.83,南,高,,60039,1560
1,1,61.18,东北,低,,54756,335
2,1,61.97,东北,低,精,60029,372
2,1,52.77,南北,中,,66326,350
3,1,84.47,南北,高,,74583,630
2,1,59.51,南北,高,,62174,370
1,1,65.79,东南,低,,63839,420
2,1,76.42,南北,高,,70008,535
3,2,188.64,西北,中,简,82167,1550
3,1,176.53,南北,中,,44865,792
2,1,70.78,西南,低,,72054,510
3,1,78.73,南北,高,,82561,650
2,1,59.25,南,高,,62447,370
1,1,64.36,南,高,,74891,482
3,1,55.65,,低,,95238,530
2,1,57.22,南北,中,,76022,435
2,1,59.69,东南,中,,68688,410
2,1,64.44,南北,高,,74488,480
2,1,52.59,南,中,简,73208,385
3,2,166.67,南北,低,精,99598,1660
4,2,188.05,南北,低,,89338,1680
1,1,61.01,南,高,,61957,378
3,2,151.27,南北,中,,59496,900
1,0,99.64,北,高,,80289,800
1,1,84.57,北,高,,83954,710
2,1,92.5,南北,中,,78919,730
2,1,93.79,西南,低,精,75168,705
1,1,42.15,南,中,精,69988,295
2,1,50.64,南北,高,,80964,410
2,1,65.32,南北,低,,76546,500
2,2,73.53,南北,低,,76159,560
2,1,97.83,东西,低,,49065,480
3,2,145,南北,低,精,82759,1200
2,1,75.99,南,低,,85538,650
1,1,70.4,南,低,,49006,345
1,1,49.56,东,低,,46408,230
2,1,67.47,东北,高,,60027,405
2,1,59.13,南北,高,简,64265,380
3,1,78.73,东西,高,,90182,710
2,1,49.01,东南,低,,83656,410
1,1,59.77,东北,低,精,83654,500
1,1,76.6,南北,中,,86162,660
3,2,188.6,东北,低,精,74231,1400
1,1,53.35,东,中,,82849,442
3,2,218.5,南北,中,精,80092,1750
3,2,158.3,南,高,,89829,1422
2,1,86.13,东南,低,,59213,510
2,1,107.4,西南,中,,77281,830
3,2,213.79,南北,高,,65485,1400
2,2,111.6,,高,,49283,550
3,1,88.29,南北,低,精,44173,390
2,2,83.07,南北,中,,65607,545
1,1,68.02,北,低,,65422,445
2,1,91.55,南,高,,73730,675
3,1,89.05,南北,中,,112296,1000
3,1,76.3,南北,低,,98952,755
3,2,157.7,南,中,,79264,1250
3,2,107.3,南北,高,,82013,880
1,1,96.65,西北,高,,74496,720
2,1,84.18,东西,高,,64980,547
3,1,88.31,南北,高,精,41898,370
2,1,86.69,南北,低,中,88245,765
2,1,60.62,南北,中,,65985,400
2,1,60.8,南北,高,简,75658,460
2,1,49.32,南北,低,简,93268,460
3,2,140.3,东北,中,,59729,838
2,1,87.46,南,高,,83467,730
2,1,103,,中,,64854,668
2,1,70.78,南,高,,87595,620
1,1,51.19,南北,低,,85954,440
2,1,57.93,南北,低,,77680,450
2,2,126.9,西,中,,56344,715
1,1,59.72,南北,高,,66979,400
2,1,54.35,南北,高,,93836,510
2,2,84.03,西南,中,简,54742,460
3,1,69,南北,低,,55072,380
1,1,57.13,南,中,,78768,450
2,1,69.5,西北,低,,62590,435
2,2,94,东,低,,56383,530
2,1,163.7,南,高,,81246,1330
3,1,71.05,西北,低,,71780,510
5,2,309.81,南北,低,,95220,2950
2,1,57.98,南,中,,71576,415
1,1,59.47,北,高,,72305,430
2,1,68.04,南,中,简,61434,418
2,1,54.38,南北,高,,74476,405
2,1,104.9,东南,中,,67684,710
2,1,88.86,南,低,,97907,870
2,1,56.85,南北,高,简,72120,410
1,1,43.14,南,高,,79972,345
2,1,91.07,东南,中,,65334,595
1,1,45.28,南,低,,88339,400
3,1,83.18,,低,,76942,640
2,1,75.05,南,中,简,41306,310
1,1,68.03,西,低,,73497,500
2,1,83.66,西南,高,,68133,570
2,1,64.45,南北,高,,74476,480
2,1,56,东西,低,,98214,550
1,1,35.35,北,低,,89109,315
2,1,64.96,东南,高,,69889,454
1,1,54.3,东,低,精,73665,400
1,1,38.06,北,高,精,120862,460
2,2,126.8,东南,低,,70978,900
1,1,56.97,西南,中,中,105319,600
2,1,78.75,西南,中,,47365,373
3,1,109.55,,高,,75308,825
2,1,86.44,东北,低,精,44424,384
1,1,60.28,西,低,,66357,400
1,1,54.64,东,中,,64056,350
1,1,65.27,南北,高,,41060,268
2,1,63.69,东西,中,,70655,450
2,1,61.2,南北,低,,70261,430
3,2,136.66,,高,,67174,918
2,1,58.13,东南,中,精,75004,436
1,1,65.99,东,低,,90923,600
4,2,156.34,南北,低,,99783,1560
2,2,104,西南,高,,67308,700
3,2,118.21,西北,高,,47373,560
2,1,55.73,南北,中,,55625,310
2,1,73.23,南,高,,62816,460
3,2,140.15,西南,低,精,61363,860
1,1,38.52,西北,中,,80478,310
3,2,129.77,南北,中,,77984,1012
2,2,123.48,南,高,,66408,820
2,1,90.77,东南,高,,57288,520
3,1,126.8,南北,高,精,51262,650
3,1,122.21,,低,,75280,920
2,1,95.27,西,低,,88170,840
3,2,158.34,西南,高,,87154,1380
2,1,68,南,高,简,55147,375
2,1,87.25,西南,低,,80229,700
2,1,98.51,东,高,,70044,690
2,2,101.23,南北,高,,84955,860
2,1,90.5,东南,中,,64088,580
2,1,98.15,东南,高,,73357,720
2,1,84.01,西,高,,62493,525
2,2,119.04,西,高,,78125,930
1,1,76.93,东北,低,,75393,580
3,2,156.52,南,低,,86251,1350
1,1,123.88,西北,低,,43429,538
2,1,69.76,南,低,,84862,592
1,1,42.3,北,中,,58392,247
4,2,220.85,南北,中,,71542,1580
2,1,120.16,东北,低,,45772,550
1,1,57.5,西,低,,60870,350
2,1,72.21,南北,高,,62318,450
1,1,62.17,东,低,,78816,490
1,1,48.31,东西,高,,74519,360
3,2,148.93,南北,中,,92661,1380
1,1,59.04,东南,高,精,77913,460
2,1,103,,低,,72816,750
1,1,49.97,北,高,,65039,325
1,1,133.59,南北,低,,43416,580
1,1,84.35,南,高,精,65205,550
1,2,145.97,东,低,豪,85634,1250
1,1,67.02,东南,高,中,69979,469
1,1,68.43,西,高,精,80374,550
2,1,55.95,南北,高,精,62556,350
1,1,70.77,东,高,精,42391,300
2,1,104.32,西北,中,精,71894,750
3,2,178.6,南北,高,精,95185,1700
2,1,59.88,南北,高,简,65130,390
2,2,83.09,东北,低,精,80997,673
1,1,55.9,北,高,精,83721,468
2,1,72.85,南北,低,,84832,618
2,1,64.4,南北,中,,74534,480
1,0,46.65,南,低,,70740,330
1,1,45.01,东北,中,,66652,300
2,1,73.38,南北,高,,92668,680
2,1,65.79,东西,高,,64599,425
1,1,40.07,南北,高,,74869,300
3,1,110.19,东北,高,,47191,520
2,1,59.15,西北,高,,67625,400
2,1,65.2,,中,,96012,626
2,1,60.58,南,低,,75933,460
2,1,54.29,南北,低,,56917,309
2,1,93.73,东,中,,48010,450
1,1,59.81,南,高,,63535,380
2,1,99.2,东,中,,28226,280
2,1,59.75,西,高,,64937,388
3,1,118.38,,高,,59976,710
2,1,68.5,南北,低,,67883,465
4,2,187.12,南北,低,,58786,1100
2,1,113.75,西南,中,,55385,630
1,1,62.68,南北,中,,67007,420
4,2,202.62,西南,低,,90317,1830
4,2,277.98,南北,中,,133103,3700
2,1,60.99,东西,中,,73783,450
2,1,52.21,南北,低,,66079,345
3,1,75.56,南北,中,,79407,600
1,1,59.22,西,中,,114826,680
1,1,73.58,北,低,,61158,450
3,2,140.8,,高,,62500,880
3,2,120.72,南北,高,,43075,520
1,1,220.48,南北,低,,48077,1060
2,2,126.7,南北,低,,53512,678
2,1,53.85,南北,低,,83565,450
3,2,269.8,南北,低,,77835,2100
2,1,49.27,南北,低,,89304,440
3,1,113,东南,低,,44248,500
3,2,120.59,南北,高,,41463,500
2,1,51.19,南,高,,51768,265
多,多,383.31,南北,低,,52177,2000
2,2,111.21,南,低,,44960,500
2,1,73.34,东南,中,,72266,530
2,1,85.1,南北,中,,88132,750
3,2,198,西,高,,55556,1100
3,2,178.55,东北,低,,62728,1120
3,2,143.61,南,中,,94005,1350
3,1,144.62,南北,低,,50131,725
1,1,39.18,北,高,,67637,265
2,2,89.75,南北,低,,64624,580
2,1,62.32,南北,高,,70603,440
2,1,48.93,南北,低,,76640,375
1,1,43.92,北,低,,72860,320
2,1,162.8,东,低,,36241,590
2,1,107.38,东北,低,,57739,620
2,1,52.36,南北,低,,78304,410
1,1,46.44,南北,高,,83979,390
3,2,198.82,,中,,109999,2187
2,2,93.52,南,低,,53464,500
1,1,54.27,南北,低,,89368,485
2,1,777.5,西北,低,精,73312,5700
2,1,54.45,南北,中,,75298,410
6,多,204,南北,高,,38235,780
6,2,266,南北,低,,100000,2660
3,2,115.21,南北,高,,78986,910
4,2,162,南北,高,,72840,1180
3,2,198.77,西,高,,52825,1050
1,1,56.8,北,中,,70423,400
1,1,43.64,南,高,精,68744,300
2,1,63.66,西南,高,精,62677,399
2,2,101.7,南北,低,精,110128,1120
2,2,98.74,南北,高,简,57221,565
1,1,48.96,北,高,精,67402,330
2,1,72.39,西南,高,,52493,380
1,1,44.91,南,低,,72367,325
1,0,42.4,北,低,,68396,290
3,1,87.48,西南,低,精,42295,370
3,1,68,南北,低,精,67647,460
1,1,64.03,东,低,中,64032,410
2,2,100.25,东南,中,精,59850,600
3,1,112.32,东西,高,精,51193,575
3,1,97.23,西南,低,精,71994,700
1,1,43.5,南,低,简,82759,360
3,1,78.71,南北,高,中,74323,585
3,1,81.47,南北,低,精,78434,639
1,1,47.75,西,低,精,63455,303
2,2,137.89,东,中,简,50765,700
2,1,67.36,南,低,精,69774,470
2,1,90.41,东南,中,精,70567,638
2,1,95.48,,低,精,51320,490
4,2,188.71,南北,中,精,69949,1320
3,1,60.32,东西,中,中,48077,290
1,1,40.7,南北,低,简,88452,360
3,2,139.1,东西,低,精,64558,898
1,1,91.87,南,中,精,97747,898
1,1,62.28,西,中,精,65832,410
1,1,32.86,南,中,精,79124,260
2,1,88.35,南北,高,精,45161,399
1,1,74.05,东北,低,精,79001,585
3,2,130.33,西北,低,精,76728,1000
3,1,92.19,,高,简,59659,550
3,1,107.62,南北,低,精,99424,1070
3,2,144.19,西南,低,中,62418,900
1,1,67.17,西,高,精,66845,449
3,2,139.9,东西,高,豪,65761,920
1,1,55.33,北,中,精,82776,458
3,1,137.29,南,中,精,80122,1100
2,1,66.88,西南,中,精,65490,438
2,1,48.32,南,低,精,99338,480
3,2,124.24,南北,高,精,57952,720
2,1,66.88,东南,中,,62051,415
2,1,74.27,南,低,,94251,700
2,2,89.92,东南,低,,66726,600
3,2,149.24,南北,高,精,57625,860
1,1,52.07,东,中,,89879,468
2,1,112.55,东南,高,,61750,695
3,2,169.29,南北,高,,100419,1700
2,1,72.37,东西,高,,51126,370
1,1,98.46,东北,中,,76173,750
3,2,168.6,南,高,,71174,1200
2,1,71.78,南北,低,,61298,440
1,0,48.69,北,中,精,98583,480
2,1,136.34,西,中,,88015,1200
2,1,95.48,,高,,64935,620
2,1,70.96,东西,低,,51860,368
3,1,64,南北,高,,62500,400
2,1,58.57,南北,中,,74953,439
2,1,97,东北,低,,59794,580
2,1,103.19,东,中,,51362,530
2,1,54.35,南北,高,精,93836,510
1,1,34.49,西,中,,92781,320
1,1,63.1,南,低,,76070,480
1,2,51.91,南,高,,57792,300
1,1,68.76,北,高,豪,87987,605
1,1,95.33,南,中,,68184,650
3,1,80.28,东北,低,,96662,776
2,1,79.52,东西,中,,55332,440
2,1,54.4,南,高,简,71691,390
2,1,55.48,南北,高,中,81110,450
1,1,59.44,西,低,,89166,530
3,1,65.94,南北,高,,78860,520
1,1,43.14,北,高,,69541,300
1,1,57.64,东,中,精,74948,432
2,1,118.5,南北,中,,105485,1250
3,1,82.85,南北,中,,61557,510
3,2,148.2,西南,低,,64777,960
1,1,225.7,南北,低,,85024,1919
1,1,63.18,南,中,,75973,480
1,1,48.73,北,中,,63616,310
2,1,100,南,高,精,80000,800
2,2,123.93,北,中,精,75042,930
2,1,65.52,西,低,,73260,480
3,2,157.16,南北,高,,55994,880
2,1,71.82,南北,高,,80757,580
2,1,88.85,南北,低,,97693,868
3,1,109.13,东南,高,,47924,523
3,1,77.99,南北,高,精,73086,570
2,1,95.41,东南,低,中,59742,570
2,2,157.9,东南,中,,53832,850
3,2,205.23,南北,低,简,77961,1600
2,1,61.72,南北,中,,69669,430
2,1,56.33,南北,中,,74561,420
3,1,68.77,南北,高,简,46532,320
2,1,90.58,南北,低,精,72864,660
2,1,101.24,东西,中,精,79020,800
2,1,88.61,南,高,,110597,980
1,1,66.74,西南,中,,89901,600
3,2,153.06,南北,中,,84934,1300
3,1,53.3,东西,低,,74109,395
4,1,146.6,西北,高,中,49795,730
2,1,68,南北,中,简,64265,437
4,2,204.55,南北,高,,43412,888
2,1,55.11,南,高,,76211,420
3,1,143.37,东南,中,,64867,930
3,1,75.94,东北,高,,77035,585
2,1,74.3,西南,中,精,48183,358
2,2,95.33,东南,低,,83185,793
2,1,55.54,东西,低,,82823,460
2,2,100.56,南北,中,精,67621,680
2,1,76.97,东北,中,,67559,520
2,1,62.33,南北,高,中,68988,430
2,1,60.8,南北,高,,62500,380
3,1,77.3,东北,低,,58215,450
3,1,81.29,西南,中,精,95953,780
2,1,52.21,南,低,,73741,385
2,1,93.74,西南,低,,83209,780
1,1,218.5,南北,低,,85034,1858
3,1,131.64,南北,中,,48617,640
2,1,73.87,西南,高,简,79599,588
2,1,95.48,西南,高,,68077,650
2,1,84.1,西北,高,,67776,570
3,1,137,东南,高,,78832,1080
2,1,87.23,东,中,,51588,450
3,2,136.09,西南,低,,66133,900
3,2,88.58,东南,高,,58704,520
3,2,153.37,西北,低,,50857,780
4,2,386,南北,高,,84974,3280
4,2,135.16,南北,低,,77686,1050
2,1,62.62,南,低,,76653,480
2,1,140.8,东北,高,,78125,1100
2,1,113.9,西南,中,,81651,930
2,2,102.78,西南,高,精,67134,690
2,1,60.39,南北,高,中,69548,420
1,1,58.69,北,低,精,59635,350
1,1,50.76,南北,低,,74862,380
2,1,92.54,西,低,,42144,390
2,1,102.1,西南,低,,59745,610
3,2,162.47,南北,低,,56010,910
2,1,85.39,西南,低,,62068,530
1,1,66.93,南,低,,74705,500
2,1,67.21,东南,高,,87785,590
2,1,77.6,南,低,,56701,440
2,1,82.99,东,高,,59646,495
1,1,45,南,高,,86000,387
2,1,83.94,东,低,,55397,465
1,0,34.96,东,低,,8581,30
1,1,63.64,东北,中,,69925,445
1,1,73.43,北,中,,65368,480
2,1,81.5,东,中,,56196,458
1,1,45.15,北,中,,73090,330
2,1,103.89,东南,低,,62566,650
2,1,63.32,南北,低,精,52116,330
2,1,54.46,南北,高,,73448,400
2,1,60.5,南北,中,,87603,530
2,1,104.79,南北,高,,47905,502
3,2,124,南北,高,,52419,650
3,1,67,南北,中,,92537,620
1,1,71.32,东北,低,,55384,395
1,1,46.84,东,中,,51238,240
3,1,109.22,南北,高,,78374,856
2,1,75.84,南北,高,简,50105,380
3,2,157.8,南北,高,简,82383,1300
1,1,54.14,西,高,精,84965,460
1,1,48.12,南,中,简,74813,360
3,2,132.69,南北,中,精,67827,900
2,2,91.27,东南,中,精,93130,850
2,1,54.1,东北,高,中,89649,485
1,1,76.88,东南,低,精,58533,450
1,0,41.73,东,低,精,76683,320
2,1,102.93,南北,中,精,50034,515
1,1,57.98,东北,低,简,57779,335
2,1,87.72,东南,高,精,68399,600
1,0,57.64,东,低,简,61936,357
2,1,49.79,南北,高,中,76120,379
1,1,121.73,西南,高,精,79685,970
2,1,62.91,东西,中,精,74710,470
2,1,88.02,西,高,精,64758,570
1,1,66.98,西,高,精,58973,395
3,2,128.5,南北,低,精,63035,810
1,1,50.57,南,中,精,69211,350
1,1,52.17,南,高,精,64213,335
3,2,137.04,南北,高,豪,96322,1320
3,2,94.24,南北,低,简,68973,650
3,2,178.22,南北,中,精,79452,1416
2,1,58.97,西北,高,精,54265,320
3,2,151.39,南北,高,简,89174,1350
2,1,60.04,南北,低,精,71619,430
1,0,40.9,东南,高,精,75306,308
2,1,84.49,东西,高,精,69831,590
1,1,36.99,南,高,精,89213,330
2,2,114.19,西北,低,精,87573,1000
3,1,249.56,西南,低,精,72127,1800
2,1,93.42,西北,低,简,78142,730
1,1,58.13,南,低,简,46448,270
2,2,114.11,东南,中,精,84129,960
2,1,61.85,东南,低,简,69523,430
2,1,57.49,南北,高,精,70447,405
1,1,40.86,南,中,中,68527,280
2,1,57.45,东北,中,中,75718,435
1,1,47.92,南北,低,精,52170,250
3,2,137.45,南北,高,精,99673,1370
2,2,117.05,南,高,精,59804,700
2,2,110.22,南北,中,精,57158,630
2,1,74.17,西南,低,精,59054,438
4,2,151.26,南北,低,精,62806,950
2,2,112.82,东南,低,精,61159,690
2,1,57.57,南北,高,中,74692,430
1,1,74.52,西,高,精,72330,539
1,1,47.46,东西,低,中,94817,450
2,1,85.82,西北,低,精,63505,545
3,2,158.34,西南,低,中,82102,1300
1,1,48.05,南北,中,,79084,380
6,3,194.93,,低,精,97471,1900
1,1,54.62,东南,高,中,64995,355
1,1,69.53,南北,中,精,79103,550
3,1,110.19,东北,高,中,48099,530
2,1,58.02,东北,低,精,58600,340
3,1,122.08,东南,高,精,58978,720
2,1,55.86,西南,高,精,59076,330
2,1,55.71,南,高,精,70005,390
2,1,54.71,南北,高,精,67629,370
2,1,145.72,西南,中,精,65194,950
2,1,102.03,东西,中,中,51946,530
1,1,64.31,东,高,精,85523,550
2,1,99.62,南北,高,精,66252,660
2,2,109.78,西南,中,精,54655,600
1,1,66.98,西,中,精,59271,397
2,1,89.42,南北,低,精,42496,380
4,2,273.92,东,中,中,42348,1160
1,1,85.89,东北,高,精,55303,475
2,1,58.73,南北,低,简,59935,352
2,1,111.45,西,低,精,68192,760
2,1,54.24,东西,高,精,75590,410
2,1,122.14,东南,低,中,54855,670
3,2,142.02,南北,高,精,88016,1250
1,2,70,东,中,精,56857,398
2,1,62.75,,高,简,62151,390
2,2,119.1,南,中,精,47859,570
2,2,83.66,西南,中,精,65742,550
2,1,93.93,东南,中,精,59619,560
2,1,60.61,南北,低,精,62531,379
2,1,47.12,西,低,精,55178,260
3,2,136.7,南北,低,精,96562,1320
2,1,86.16,东南,高,精,44800,386
